
X-Axis: Magnitude
Y-Axis: 10 Year Cumulative Number
Number of Data Sets: 8


DATASET #1

     Name: Mean
   Points: 41
     Info: 

Data[x,y]:
5.0	  4.60795
5.1	  3.62962
5.2	  2.85122
5.3	  2.235254
5.4	  1.744846
5.5	  1.35515
5.6	  1.045234
5.7	  0.79954
5.8	  0.603728
5.9	  0.44932
6.0	  0.3303
6.1	  0.242352
6.2	  0.196042
6.3	  0.170188
6.4	  0.160158
6.5	  0.156678
6.6	  0.11971
6.7	  0.111568
6.8	  0.095438
6.9	  0.091682
7.0	  0.086526
7.1	  0.073338
7.2	  0.067042
7.3	  0.057962
7.4	  0.055348
7.5	  0.042512
7.6	  0.036568
7.7	  0.032216
7.8	  0.026128
7.9	  0.008012
8.0	  0.002002
8.1	  6.56E-4
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #2

     Name: 2.5%,97.5%
   Points: 41
     Info: 

Data[x,y]:
5.0	  0.0
5.1	  0.0
5.2	  0.0
5.3	  0.0
5.4	  0.0
5.5	  0.0
5.6	  0.0
5.7	  0.0
5.8	  0.0
5.9	  0.0
6.0	  0.0
6.1	  0.0
6.2	  0.0
6.3	  0.0
6.4	  0.0
6.5	  0.0
6.6	  0.0
6.7	  0.0
6.8	  0.0
6.9	  0.0
7.0	  0.0
7.1	  0.0
7.2	  0.0
7.3	  0.0
7.4	  0.0
7.5	  0.0
7.6	  0.0
7.7	  0.0
7.8	  0.0
7.9	  0.0
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #3

     Name: null
   Points: 41
     Info: 

Data[x,y]:
5.0	  67.0
5.1	  53.0
5.2	  41.0
5.3	  32.0
5.4	  25.0
5.5	  19.0
5.6	  15.0
5.7	  11.0
5.8	  9.0
5.9	  6.0
6.0	  5.0
6.1	  4.0
6.2	  3.0
6.3	  3.0
6.4	  2.0
6.5	  2.0
6.6	  2.0
6.7	  2.0
6.8	  1.0
6.9	  1.0
7.0	  1.0
7.1	  1.0
7.2	  1.0
7.3	  1.0
7.4	  1.0
7.5	  1.0
7.6	  1.0
