Site Name,Latitude,Longitude,Period (s),1.0000000000000009E-4,1.299999999999999E-4,1.6E-4,1.9999999999999985E-4,2.5E-4,3.200000000000001E-4,4.000000000000001E-4,5.000000000000001E-4,6.299999999999998E-4,7.899999999999998E-4,0.0010000000000000002,0.0012599999999999996,0.0015799999999999998,0.0020000000000000005,0.0025100000000000005,0.00316,0.003979999999999999,0.005009999999999998,0.006310000000000001,0.007940000000000003,0.010000000000000004,0.012589999999999999,0.015849999999999993,0.019949999999999996,0.025119999999999996,0.031619999999999995,0.03980999999999999,0.050120000000000005,0.0631,0.07943000000000001,0.10000000000000002,0.12589000000000003,0.15849,0.19952999999999999,0.25119,0.31622999999999996,0.39811,0.50119,0.63096,0.79433,1.0,1.25893,1.58489,1.99526,2.51189,3.16228,3.98107,5.01187,6.309570000000001,7.943279999999999,10.0
SBSM,34.064986000000005,-117.29201000000002,3.0,0.0015925253012301077,0.0015925246165366946,0.0015925230494394649,0.0015925187393921458,0.001592508006926563,0.0015924785326735247,0.001592416684414344,0.001592284819555867,0.0015920025559026385,0.0015914547268224277,0.001590361784987282,0.0015883806062282346,0.0015849568418317972,0.0015787988781634787,0.0015688125828688948,0.001552264657931901,0.0015258525795085465,0.0014854599455094153,0.001426381217076944,0.0013455474200561035,0.0012414519183353567,0.0011176437750101131,9.81161640168815E-4,8.419253224437595E-4,7.095427233800855E-4,5.919272466845538E-4,4.924048747296794E-4,4.108192089861129E-4,3.44234487780537E-4,2.887218131645275E-4,2.4054180321952945E-4,1.9713144664035287E-4,1.5719217155563125E-4,1.2066656814946342E-4,8.829676534405362E-5,6.105360461283738E-5,3.960181910822591E-5,2.395264006893605E-5,1.344441038908517E-5,6.976502347377789E-6,3.3369517995485154E-6,1.4677569770693566E-6,5.926280404189299E-7,2.1933471561208506E-7,7.434037552211947E-8,2.306427937526223E-8,6.550633591118071E-9,1.7043919608994429E-9,4.0685588231781367E-10,8.931166917136579E-11,1.8083645692001937E-11
SBSM,34.064986000000005,-117.29201000000002,5.0,0.0015925170886023077,0.0015925009965409576,0.0015924712746157033,0.0015924038479664393,0.001592264142078248,0.0015919443455619797,0.0015913759602521615,0.0015903338626168662,0.001588406105814122,0.0015851421386676723,0.0015794005079119433,0.0015700846280994885,0.0015554331729817905,0.0015312947696525248,0.0014955524554952637,0.0014422742685050727,0.0013676336607248984,0.0012700136428183129,0.0011507244752200219,0.0010167008781009068,8.764595978412171E-4,7.413024233597909E-4,6.197409882909843E-4,5.166677707685308E-4,4.3244457407354275E-4,3.6474503544214887E-4,3.0930209734858494E-4,2.620480812880466E-4,2.1972921574398008E-4,1.804086067103139E-4,1.4340215620178842E-4,1.0920415019399776E-4,7.88987498319127E-5,5.36361254973583E-5,3.407295436541613E-5,2.011218300190798E-5,1.098226104190303E-5,5.528360660034259E-6,2.5585095292379734E-6,1.0862692448876388E-6,4.224037727373897E-7,1.5024972865873565E-7,4.8852433320867306E-8,1.4514118906738815E-8,3.941588166966881E-9,9.79439196413523E-10,2.2309065705883313E-10,4.6697756772573484E-11,9.015121982258734E-12,1.6114887202434147E-12,2.65898414397725E-13
SBSM,34.064986000000005,-117.29201000000002,10.0,0.0015923188008512001,0.0015920725213507403,0.0015917055902456845,0.001591010327592457,0.0015897887662862376,0.0015873979806281246,0.0015836908007453854,0.0015776237865772202,0.0015674370307033891,0.0015515092288262977,0.0015254154933168618,0.0014862081668680638,0.0014302218561365043,0.0013493597000805435,0.001248176665959555,0.00112470665158515,9.868133272441515E-4,8.452114107877495E-4,7.099663392307054E-4,5.902587615274069E-4,4.892531258364752E-4,4.0726401847923643E-4,3.4077119215469853E-4,2.8531461413527914E-4,2.3678954064898505E-4,1.9277908597592486E-4,1.5219234495167377E-4,1.1533391900409029E-4,8.312540424781911E-5,5.653813471662161E-5,3.602370003197297E-5,2.138551623254159E-5,1.1769954011420225E-5,5.983123721686745E-6,2.800614122056011E-6,1.2039152046394719E-6,4.7435256289585226E-7,1.7103606841928354E-7,5.6372423951067674E-8,1.6973705219136548E-8,4.66890559547295E-9,1.1740145522409762E-9,2.7030933047456074E-10,5.711997541624214E-11,1.1115885989454455E-11,1.9977353105105067E-12,3.33288951992472E-13,5.206945985491984E-14,6.8833827526759706E-15,4.440892098500626E-16,0.0
MRSD,34.1749,-117.88109999999999,3.0,0.0015595615953132302,0.0015595546959112916,0.0015595413507001332,0.0015595096627016858,0.0015594402809497865,0.0015592684392768952,0.001558928825726058,0.0015582166842446066,0.0015566629601394544,0.0015535158600799015,0.0015469137521305631,0.0015344778649560853,0.0015127986840101082,0.0014751638734226136,0.0014193434519429449,0.0013394366115049294,0.001235225840838905,0.0011107824181220138,9.731674255214484E-4,8.331526806307776E-4,6.99190856117804E-4,5.789154145218189E-4,4.752939215532104E-4,3.8818853460353964E-4,3.151700801270474E-4,2.536235239557483E-4,2.0095979980550016E-4,1.5563350202529858E-4,1.1684997225869242E-4,8.438602118643335E-5,5.814740228171633E-5,3.797448153419758E-5,2.3354759256966062E-5,1.3455238549564541E-5,7.2293009227841765E-6,3.608357760698233E-6,1.6680756292908328E-6,7.12423167903431E-7,2.805573730002564E-7,1.0172421605059156E-7,3.392412306624237E-8,1.040023900333864E-8,2.931489162527612E-9,7.601538287715925E-10,1.81580972480333E-10,4.004374609678507E-11,8.169243059796827E-12,1.5475398740250057E-12,2.7111646261346323E-13,4.418687638008123E-14,7.438494264988549E-15
MRSD,34.1749,-117.88109999999999,5.0,0.0015595015465827977,0.0015594094568095462,0.0015592588669089968,0.0015589449412449774,0.0015583253457057689,0.0015569155733404783,0.0015543269644592295,0.0015493147969860566,0.001539461339184478,0.0015219790867000427,0.0014908006740925739,0.001442025431767635,0.0013722910859204074,0.001274371962108889,0.0011575265076738672,0.0010228785072778912,8.812321377836829E-4,7.434652973528078E-4,6.172227362816196E-4,5.079114177249933E-4,4.155855239684758E-4,3.390851953853913E-4,2.7537981616487794E-4,2.216196203961296E-4,1.7545490219117443E-4,1.3564474897254097E-4,1.0146066948957255E-4,7.280314076163474E-5,4.96962410472257E-5,3.203774061921738E-5,1.936743434161059E-5,1.0922148170222634E-5,5.718256132936084E-6,2.769249283107733E-6,1.2368159635345322E-6,5.081011356100618E-7,1.916282444947015E-7,6.624832826762628E-8,2.0972361181037513E-8,6.076772196550451E-9,1.611862754380411E-9,3.9173198018715993E-10,8.739087231646181E-11,1.7938872609590817E-11,3.400502102124392E-12,5.961897642237091E-13,9.758860386455126E-14,1.509903313490213E-14,7.771561172376096E-16,0.0,0.0
MRSD,34.1749,-117.88109999999999,10.0,0.001559013840622847,0.0015584468907606785,0.001557611918059032,0.001555982791089261,0.0015529306370168916,0.0015463900253575025,0.0015352993355457478,0.0015159264146794582,0.001482496564865321,0.0014314834975048818,0.0013545367224121474,0.0012537285281890576,0.0011330841389382007,9.915367873412073E-4,8.497232997219939E-4,7.109200780536229E-4,5.850791684238743E-4,4.7712720952441945E-4,3.871452229895489E-4,3.136143624288268E-4,2.5275642733846304E-4,2.018380619733806E-4,1.584199903761352E-4,1.2113111297329393E-4,8.931133642220423E-5,6.297650086584117E-5,4.2085000753533386E-5,2.646924485627533E-5,1.5571449412332683E-5,8.527951359860175E-6,4.326603783577632E-6,2.0275808765291004E-6,8.749366561255911E-7,3.469154422619525E-7,1.2617153566374384E-7,4.202512060569319E-8,1.280894146304945E-8,3.5714597945712967E-9,9.113301224772385E-10,2.1306867381554184E-10,4.574041145843921E-11,9.038214621170937E-12,1.651789816037308E-12,2.7833291227352674E-13,4.285460875053104E-14,7.216449660063518E-15,4.440892098500626E-16,0.0,0.0,0.0,0.0
STNI,33.93088,-118.17881,3.0,0.0015446109591267243,0.0015446109573090672,0.001544610950856895,0.0015446109236199046,0.0015446108189723917,0.0015446103640581743,0.001544608886722254,0.0015446041104009156,0.0015445885458099662,0.0015445428928917426,0.0015444056412928786,0.0015440370365343847,0.001543125783225463,0.0015408570817495582,0.001536014958818277,0.0015260182886717155,0.001507123200479743,0.001474445611210573,0.0014223435461577782,0.0013466941269875132,0.0012451691573337476,0.0011207136728934586,9.801206808931484E-4,8.334007461175963E-4,6.905790807978374E-4,5.604085166096562E-4,4.4732801145619394E-4,3.5253713063065906E-4,2.744897270651192E-4,2.1056658185569788E-4,1.5811729905701455E-4,1.153041658925602E-4,8.09259858938205E-5,5.4208099512842445E-5,3.439755504019981E-5,2.054357504266413E-5,1.1488031914530517E-5,5.9895691570943654E-6,2.901697268242742E-6,1.3027199734505501E-6,5.408562097075631E-7,2.0732144445645417E-7,7.329642848219464E-8,2.388299380484682E-8,7.171406024575333E-9,1.985209885368988E-9,5.071032482817373E-10,1.1970469060429423E-10,2.6164514999038602E-11,5.304645611658998E-12,9.978684545330907E-13
STNI,33.93088,-118.17881,5.0,0.0015446109306600508,0.001544610818809744,0.0015446104949862205,0.0015446093757808255,0.0015446058564304588,0.00154459344993918,0.0015445602692865101,0.0015444707362721743,0.001544226820063721,0.0015436265563848472,0.001542118314259655,0.0015387458816200628,0.0015318180194624498,0.0015176273747430358,0.0014928298924707928,0.0014511001774484278,0.0013871847024721218,0.0012978853706109295,0.001183037351768057,0.0010484097036610462,9.020473000140861E-4,7.556728508731902E-4,6.190339152074564E-4,4.988148673920056E-4,3.9724079951897195E-4,3.1372941596019555E-4,2.453213623201389E-4,1.8900585823022897E-4,1.4232376455558526E-4,1.037914288779529E-4,7.259160621719829E-5,4.828956844704635E-5,3.032274103120791E-5,1.7864028700964596E-5,9.824214635356654E-6,5.0220187330918264E-6,2.3783963269963238E-6,1.0407428221448356E-6,4.1987097676443597E-7,1.5590973012624687E-7,5.3221022033866916E-8,1.6688128101627342E-8,4.8060135870997556E-9,1.2715655195449926E-9,3.0939839579247064E-10,6.935330087998182E-11,1.4352186106236786E-11,2.7482460751571125E-12,4.871658632055187E-13,7.904787935331115E-14,1.1879386363489175E-14
STNI,33.93088,-118.17881,10.0,0.0015446071450478938,0.001544597311162632,0.0015445752974460047,0.0015445151291504366,0.0015443639224946848,0.0015439378544784832,0.0015430112688954445,0.0015409600685657443,0.0015364248484506238,0.0015274763741673913,0.001509803781138963,0.0014792594624485345,0.0014311754017505285,0.001356828988919423,0.0012593580346539346,0.0011364858928387678,9.957931884391202E-4,8.481771053653331E-4,7.041677908887767E-4,5.737922266955131E-4,4.611859781653571E-4,3.6796656907178704E-4,2.9187856897661124E-4,2.295926349102917E-4,1.7779642072945911E-4,1.3443679988900392E-4,9.823359612703975E-5,6.874382715738037E-5,4.56902830341388E-5,2.8646465114245956E-5,1.683146915509859E-5,9.225490661735058E-6,4.696420259353573E-6,2.213257145555758E-6,9.62915377988871E-7,3.857918163818752E-7,1.420767781201704E-7,4.802359032662906E-8,1.4883271282073451E-8,4.227112770927022E-9,1.1003900013406565E-9,2.627635886653934E-10,5.765643518174102E-11,1.165190166574348E-11,2.1754820167529942E-12,3.758104938356155E-13,5.906386491005833E-14,9.2148511043888E-15,9.992007221626409E-16,0.0,0.0
